Info positions : [ 7  9 10 11 12 13 14 15]
Target Info positions : [ 7  9 10 11 12 13 14 15]
Frozen positions : [0 1 2 3 4 5 6 8]
embed dim : 64 
Batch size : 8192
Validation SNR : -2.0
Number of heads : 3
Number of layers: 3
Positional encoding : static
Layers : compelete
Print frequency: 100
Num of steps: 50000
combinational training snr:  False
64
Training Model for 8,16 anew
Number of parameters : 149703
Did not find standard validation data
Need to save for: 1000
[0/50000] At -2 dB, Loss: 1.1391919, Train BER (-2 dB) : 0.4728394, Valid BER: 0.4984131, Tgt BER: 0.4984131, Noiseless BER 0.4908447, Valid BLER : 0.9990234
Time for one step is 0.0040 minutes
[100/50000] At -2 dB, Loss: 0.9173623, Train BER (-2 dB) : 0.3822021, Valid BER: 0.3792114, Tgt BER: 0.3792114, Noiseless BER 0.1902008, Valid BLER : 0.9613037
[200/50000] At -2 dB, Loss: 0.9031762, Train BER (-2 dB) : 0.3795166, Valid BER: 0.3769073, Tgt BER: 0.3769073, Noiseless BER 0.1729736, Valid BLER : 0.9532471
[300/50000] At -2 dB, Loss: 0.8847922, Train BER (-2 dB) : 0.3753052, Valid BER: 0.3649139, Tgt BER: 0.3649139, Noiseless BER 0.1377106, Valid BLER : 0.9481201
[400/50000] At -2 dB, Loss: 0.8699996, Train BER (-2 dB) : 0.3648071, Valid BER: 0.3573303, Tgt BER: 0.3573303, Noiseless BER 0.1219330, Valid BLER : 0.9368896
[500/50000] At -2 dB, Loss: 0.8579009, Train BER (-2 dB) : 0.3620911, Valid BER: 0.3526764, Tgt BER: 0.3526764, Noiseless BER 0.1135101, Valid BLER : 0.9392090
[600/50000] At -2 dB, Loss: 0.8503835, Train BER (-2 dB) : 0.3597107, Valid BER: 0.3489075, Tgt BER: 0.3489075, Noiseless BER 0.1083221, Valid BLER : 0.9383545
[700/50000] At -2 dB, Loss: 0.8295150, Train BER (-2 dB) : 0.3469543, Valid BER: 0.3441925, Tgt BER: 0.3441925, Noiseless BER 0.0941467, Valid BLER : 0.9387207
[800/50000] At -2 dB, Loss: 0.8307518, Train BER (-2 dB) : 0.3516083, Valid BER: 0.3434906, Tgt BER: 0.3434906, Noiseless BER 0.0946350, Valid BLER : 0.9293213
[900/50000] At -2 dB, Loss: 0.8338820, Train BER (-2 dB) : 0.3531342, Valid BER: 0.3422089, Tgt BER: 0.3422089, Noiseless BER 0.0974731, Valid BLER : 0.9295654
[1000/50000] At -2 dB, Loss: 0.8256855, Train BER (-2 dB) : 0.3480072, Valid BER: 0.3419342, Tgt BER: 0.3419342, Noiseless BER 0.0856171, Valid BLER : 0.9240723
[1100/50000] At -2 dB, Loss: 0.8241706, Train BER (-2 dB) : 0.3488617, Valid BER: 0.3377991, Tgt BER: 0.3377991, Noiseless BER 0.0685730, Valid BLER : 0.9207764
[1200/50000] At -2 dB, Loss: 0.8184915, Train BER (-2 dB) : 0.3445129, Valid BER: 0.3384857, Tgt BER: 0.3384857, Noiseless BER 0.0634003, Valid BLER : 0.9143066
[1300/50000] At -2 dB, Loss: 0.8108844, Train BER (-2 dB) : 0.3419342, Valid BER: 0.3390503, Tgt BER: 0.3390503, Noiseless BER 0.0642395, Valid BLER : 0.9171143
[1400/50000] At -2 dB, Loss: 0.8181407, Train BER (-2 dB) : 0.3458557, Valid BER: 0.3382721, Tgt BER: 0.3382721, Noiseless BER 0.0474091, Valid BLER : 0.9045410
[1500/50000] At -2 dB, Loss: 0.8127226, Train BER (-2 dB) : 0.3431396, Valid BER: 0.3334656, Tgt BER: 0.3334656, Noiseless BER 0.0476685, Valid BLER : 0.9079590
[1600/50000] At -2 dB, Loss: 0.8127023, Train BER (-2 dB) : 0.3422241, Valid BER: 0.3342285, Tgt BER: 0.3342285, Noiseless BER 0.0444794, Valid BLER : 0.9067383
[1700/50000] At -2 dB, Loss: 0.8075726, Train BER (-2 dB) : 0.3401031, Valid BER: 0.3294067, Tgt BER: 0.3294067, Noiseless BER 0.0312805, Valid BLER : 0.8985596
[1800/50000] At -2 dB, Loss: 0.8128530, Train BER (-2 dB) : 0.3419952, Valid BER: 0.3299255, Tgt BER: 0.3299255, Noiseless BER 0.0245056, Valid BLER : 0.8940430
[1900/50000] At -2 dB, Loss: 0.7934209, Train BER (-2 dB) : 0.3323059, Valid BER: 0.3260803, Tgt BER: 0.3260803, Noiseless BER 0.0201874, Valid BLER : 0.8850098
[2000/50000] At -2 dB, Loss: 0.7932874, Train BER (-2 dB) : 0.3327484, Valid BER: 0.3273926, Tgt BER: 0.3273926, Noiseless BER 0.0114899, Valid BLER : 0.8842773
[2100/50000] At -2 dB, Loss: 0.7972188, Train BER (-2 dB) : 0.3341370, Valid BER: 0.3276978, Tgt BER: 0.3276978, Noiseless BER 0.0075531, Valid BLER : 0.8845215
[2200/50000] At -2 dB, Loss: 0.8005158, Train BER (-2 dB) : 0.3346863, Valid BER: 0.3287811, Tgt BER: 0.3287811, Noiseless BER 0.0036011, Valid BLER : 0.8797607
[2300/50000] At -2 dB, Loss: 0.8016778, Train BER (-2 dB) : 0.3353271, Valid BER: 0.3264465, Tgt BER: 0.3264465, Noiseless BER 0.0020752, Valid BLER : 0.8865967
[2400/50000] At -2 dB, Loss: 0.7955491, Train BER (-2 dB) : 0.3339081, Valid BER: 0.3251190, Tgt BER: 0.3251190, Noiseless BER 0.0000000, Valid BLER : 0.8765869
[2500/50000] At -2 dB, Loss: 0.7949427, Train BER (-2 dB) : 0.3330994, Valid BER: 0.3293152, Tgt BER: 0.3293152, Noiseless BER 0.0006104, Valid BLER : 0.8775635
[2600/50000] At -2 dB, Loss: 0.8015674, Train BER (-2 dB) : 0.3363342, Valid BER: 0.3242340, Tgt BER: 0.3242340, Noiseless BER 0.0000000, Valid BLER : 0.8718262
[2700/50000] At -2 dB, Loss: 0.7977549, Train BER (-2 dB) : 0.3335266, Valid BER: 0.3232574, Tgt BER: 0.3232574, Noiseless BER 0.0000000, Valid BLER : 0.8701172
[2800/50000] At -2 dB, Loss: 0.7918187, Train BER (-2 dB) : 0.3308105, Valid BER: 0.3226624, Tgt BER: 0.3226624, Noiseless BER 0.0000000, Valid BLER : 0.8713379
[2900/50000] At -2 dB, Loss: 0.7943805, Train BER (-2 dB) : 0.3334045, Valid BER: 0.3239899, Tgt BER: 0.3239899, Noiseless BER 0.0000000, Valid BLER : 0.8730469
